gene_symbol,Spearman_rho,p,p_fdr,p_spin,p_spin_fdr
EPAS1,0.218841562570633,0.072979602230645,0.358816377634005,0.0175,0.16225
GRM8,-0.250202808737537,0.0396065876297393,0.358816377634005,0.0155,0.16225
B2M,0.26650378513835,0.0280348006028992,0.358816377634005,0.022,0.16225
GPC5,-0.259651266955806,0.0324953256982819,0.358816377634005,0.0175,0.16225
PTEN,-0.25318050466087,0.0372380699830377,0.358816377634005,0.0115,0.16225
NEAT1,0.281182299016833,0.0201911319262319,0.358816377634005,0.0105,0.16225
APBB2,0.310195746474955,0.0100426767554074,0.358816377634005,0.005,0.16225
INPP4B,-0.22977886875057,0.0594322025827751,0.358816377634005,0.021,0.16225
PDZD2,-0.223995267053326,0.0663168679075638,0.358816377634005,0.0285,0.186833333333333
ARHGAP29,-0.223346282044394,0.0671279029471492,0.358816377634005,0.0385,0.204230769230769
UACA,0.192404967353858,0.11596843603521,0.488724123291241,0.045,0.204230769230769
TJP1,0.219948654644693,0.0715049931502426,0.358816377634005,0.0425,0.204230769230769
PPFIBP1,-0.223059965128689,0.0674882391790237,0.358816377634005,0.035,0.204230769230769
ITIH5,0.194485536941315,0.112003648421549,0.488724123291241,0.0525,0.22125
RORA,0.138959143088897,0.258419283492391,0.694628874881045,0.0775,0.304833333333333
EBF1,0.164326821820373,0.180546570397363,0.694628874881045,0.09,0.312352941176471
UTRN,0.14800675762518,0.228390824276378,0.694628874881045,0.0895,0.312352941176471
DLC1,0.151213507081078,0.218355433409126,0.694628874881045,0.1075,0.316071428571429
PDGFRB,0.142299507105457,0.247036036814913,0.694628874881045,0.103,0.316071428571429
PTPRG,-0.138787352939474,0.259014156735305,0.694628874881045,0.1125,0.316071428571429
NTRK3,-0.153408603434817,0.21166701775905,0.694628874881045,0.1105,0.316071428571429
TXNIP,0.119126924727721,0.333251966502397,0.835260584757118,0.131,0.33604347826087
PARD3,-0.149400166614945,0.223991478684061,0.694628874881045,0.1295,0.33604347826087
SLC20A2,0.10460111320428,0.395935126195338,0.865191572056479,0.1475,0.362604166666667
RBMS3,0.109430325182507,0.374364693016706,0.865191572056479,0.174,0.382407407407407
HIGD1B,0.117542637794152,0.339767017528319,0.835260584757118,0.1645,0.382407407407407
COBLL1,0.107273404417528,0.383909715909965,0.865191572056479,0.175,0.382407407407407
TTC17,-0.0966605907420572,0.432955304527064,0.893129798288133,0.2035,0.416051724137931
NFIA,0.0769810747359235,0.532653827916757,0.893129798288133,0.2045,0.416051724137931
ATP1A2,0.0880519954765225,0.475213392370718,0.893129798288133,0.2565,0.416986486486487
LAMA2,-0.0729344623272908,0.554473140744715,0.893129798288133,0.25,0.416986486486487
IGFBP7,0.0855514944126975,0.487889415392257,0.893129798288133,0.2165,0.416986486486487
SLC6A1,-0.0724000040846412,0.557386542882422,0.893129798288133,0.253,0.416986486486487
TACC1,-0.0792143466784236,0.520796642829321,0.893129798288133,0.2325,0.416986486486487
KIAA1109,0.075339524419214,0.541453653126775,0.893129798288133,0.2615,0.416986486486487
PTGDS,0.0884528391585097,0.473197913090505,0.893129798288133,0.2435,0.416986486486487
DDX17,0.0646312717718415,0.600535860507513,0.908502968460083,0.2595,0.416986486486487
DCN,0.0515943082100672,0.676058147480873,0.960717898968542,0.285,0.420375
CYTH3,0.0719037214307522,0.560098348078998,0.893129798288133,0.281,0.420375
PTN,-0.0690596400680811,0.575758383093488,0.893940647434626,0.281,0.420375
SLC19A1,0.0297578714389548,0.809637634043435,0.960717898968542,0.398,0.48675
SLC6A12,0.00129797001786333,0.991618458617203,0.991618458617203,0.4645,0.48675
COLEC12,0.00477194859508576,0.969192439135636,0.991618458617203,0.4635,0.48675
CALD1,-0.0270855802257068,0.826453225989942,0.960717898968542,0.4075,0.48675
EPS8,0.0239551819473305,0.84625032415121,0.960717898968542,0.4025,0.48675
MYO1B,0.00503917771641056,0.967468125354683,0.991618458617203,0.4785,0.48675
SLC38A11,0.034109888557673,0.78243834068651,0.960717898968542,0.376,0.48675
ZEB1,-0.0326401283903866,0.791596798168251,0.960717898968542,0.454,0.48675
PRKG1,-0.0369730577147245,0.764682591047239,0.960717898968542,0.389,0.48675
PDE7B,0.0251386251989118,0.838754204853156,0.960717898968542,0.3995,0.48675
PDE8B,0.0121016616371375,0.921974958135464,0.991618458617203,0.4665,0.48675
PTPRK,-0.0238788307698091,0.846734419429902,0.960717898968542,0.4385,0.48675
GRM3,0.00208056958745739,0.986565261093245,0.991618458617203,0.478,0.48675
ZBTB20,0.025539468880899,0.836218399266911,0.960717898968542,0.374,0.48675
SASH1,0.0041229635861541,0.973380628632021,0.991618458617203,0.4665,0.48675
HSP90AA1,-0.0587522311026959,0.634136699045326,0.935351631091855,0.3405,0.48675
SLC1A3,-0.049742792155174,0.687070152838403,0.960717898968542,0.3855,0.48675
LPP,-0.0298533104108565,0.80903861422213,0.960717898968542,0.44,0.48675
NR2F2-AS1,0.00395117343673101,0.974489391720788,0.991618458617203,0.4905,0.4905
